"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N","HasSafetyRec","ReportType","OriginalPublishDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","EventID","Latitude","Longitude","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","ReportStatus","RepGenFlag","DocketUrl","DocketPublishDate",
"ENG22WA032","INC","105316","2022-06-14T06:19:00Z","Karachi","","Pakistan","","A7-BEA","FALSE","None","","None","0","0","0","","","24.906308","67.164452","BOEING","777","AIR","","","FALSE","","","","NUSC","Minor","","","N/A","FALSE","","",
"DCA23WA187","INC","106793","2022-06-10T04:00:00Z","Perth","","Australia","","ZK-TLJ","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","NSCH","","129","None","","Toll Airlines","N/A","FALSE","","",
"DCA22LA126","INC","105216","2022-06-08T04:15:00Z","Tulsa","Oklahoma","United States","","N949FD","FALSE","DirectorBrief","2023-08-03T04:00:00Z","None","0","0","0","The flight crew’s misidentification of the intended landing runway. Contributing to the incident were (1) the flight crew’s failure to perceive and correctly interpret visual and auditory indicators – including electronic guidance – that they were approaching the incorrect runway which was likely the result of a degradation in cognitive function brought on by working within their window of circadian low, increased workload, and fatigue, and  (2) the air traffic controller’s failure to monitor the arriving flight after issuing a landing clearance.","","36.1988","-95.8839","BOEING","757-236","AIR","TUL","Tulsa International Airport","FALSE","2","NSCH","","121","None","VMC","Federal Express Corporation","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105216","2/14/2023 5:00:00 PM",
"DCA22WA130","INC","105258","2022-06-05T17:02:00Z","Peshawar","","Pakistan","","EX32009, GYMMD","FALSE","None","","","0","0","0","","","0","0","AIRBUS, BOEING","A320, 777","AIR,AIR","","","FALSE,FALSE",",","",",","NUSC,NUSC","None,None","",",","N/A","FALSE","","",
"DCA22WA190","ACC","105828","2022-05-27T21:48:00Z","Lahore","","Pakistan","","A6-BLF","FALSE","None","","Serious","0","1","6","","","31.521601","74.403603","BOEING","787-900","AIR","","","FALSE","","","","NUSC","None","","ETIHAD AIRWAYS, UAI","N/A","FALSE","","",
"CEN22LA213","ACC","105137","2022-05-22T17:30:00Z","Marion","Texas","United States","","N422DE","FALSE","DirectorBrief","2022-10-13T04:00:00Z","None","0","0","0","The pilot’s loss of control during landing.","","29.495632","-98.158879","BOEING","A75N1","AIR","1TE4","Zuehl","FALSE","1","NSCH","PERS","091","Substantial","VMC","Cibolo Creek Aviation LLC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105137","9/29/2022 4:00:00 AM",
"DCA22LA134","ACC","105307","2022-05-21T20:00:00Z","Tacoma","Washington","United States","","N256WN","FALSE","DirectorBrief","2022-07-20T04:00:00Z","Serious","0","1","0","During cruise flight with no reported turbulence a passenger sustained a serious injury for an unknown reason.","","47.1857","-122.2737","BOEING","737-700","AIR","","","FALSE","2","SCHD","","121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=105307","7/20/2022 7:00:00 AM",
"ENG22WA025","INC","105071","2022-05-10T06:15:00Z","Lima, Peru","","Peru","","N651UA","FALSE","None","","","0","0","0","","","0","0","BOEING","767-322","AIR","","","FALSE","2","SCHD","","121","Minor","","United Airlines","N/A","FALSE","","",
"DCA22WA123","INC","105077","2022-05-06T14:58:00Z","Kathmandu","","Nepal","","9V-MGL","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","Minor","","Singapore Airlines","N/A","FALSE","","",
"DCA22WA122","ACC","105061","2022-05-06T14:03:00Z","Naples","","Italy","","YR-BMM","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","LIRN","Naples International Airport","FALSE","","","","NUSC","Substantial","","Blue Air","N/A","FALSE","","",
"ENG22WA024","INC","105058","2022-04-27T07:07:00Z","Queensland","","Australia","","VH-YFZ","FALSE","None","","","0","0","0","","","-28.164444","153.504722","BOEING","737","AIR","YBCG","Gold Coast Aerodrome","FALSE","2","","","121","Minor","","Virgin Australia Airlines","N/A","FALSE","","",
"DCA22WA120","INC","105041","2022-04-26T15:08:00Z","Almeria","","Spain","","EI-ENK","FALSE","None","","Minor","0","0","1","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","129","None","","Ryan Air","N/A","FALSE","","",
"DCA22WA115","INC","104964","2022-04-16T00:48:00Z","Tehran","","Iran","","EP-MDG","FALSE","None","","None","0","0","0","","","0","0","BOEING","MD82","AIR","OIII","Tehran Mehrabad International Airport","FALSE","","SCHD","","NUSC","Minor","","Iran Aitour Airlines","N/A","FALSE","","",
"ENG22WA018","INC","104914","2022-04-08T04:00:00Z","Shannon, Irelan","","Ireland","","N670UA","FALSE","None","","None","0","0","0","","","52.701944","-8.924722","BOEING","767-322","AIR","EINN","Shannon Airport","FALSE","2","SCHD","","121","Minor","","United Airlines","N/A","FALSE","","",
"DCA22WA109","ACC","104906","2022-04-07T04:00:00Z","San Jose","","Costa Rica","","HP-2010DAE","FALSE","None","","None","0","0","0","","","0","0","BOEING","757","AIR","MROC","Juan Santamaría International Airport","FALSE","","","","NUSC","Substantial","","DHL","N/A","FALSE","","",
"DCA22WA107","INC","104894","2022-04-05T09:51:00Z","Paris","","France","","F-GSQJ","FALSE","None","","","0","0","0","","","49.012798","2.55","BOEING","777","AIR","LFPG","Charles De Gaulle International Airport","FALSE","","SCHD","","121","None","","Air France","N/A","FALSE","","",
"DCA22WA159","INC","105585","2022-04-03T07:19:00Z","Tawau","","Malaysia","","9M-MLS","FALSE","None","","","0","0","0","","","0","0","BOEING","737-800","AIR","","","FALSE","","","","129","None","","Malaysia Airlines Berhad","N/A","FALSE","","",
"DCA22WA117","INC","104969","2022-04-03T04:00:00Z","Kuala Lumpur","","Malaysia","","9MMLS","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","None","","Malaysia Airlines","N/A","FALSE","","",
"DCA22WA108","INC","104900","2022-03-31T21:40:00Z","Madrid","","Spain","","EI-DLC","FALSE","None","","","0","0","0","","","40.471926","-3.56264","BOEING","737","AIR","LEMD","Adolfo Suárez Madrid–Barajas Airport","FALSE","","SCHD","","129","None","","RyanAir","N/A","FALSE","","",
"DCA22WA106","INC","104885","2022-03-26T04:00:00Z","San Jose","","Costa Rica","","HP-2010DAE","FALSE","None","","None","0","0","0","","","0","0","BOEING","757","AIR","","","FALSE","","","","NUSC","None","","DHL","N/A","FALSE","","",
"DCA22WA102","ACC","104807","2022-03-21T06:30:00Z","Wuzhou","","China","","B-1791","FALSE","None","","Fatal","132","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","Destroyed","","China Eastern Airlines","N/A","FALSE","","",
"DCA22WA114","INC","104944","2022-03-20T09:15:00Z","Barcelona","","Spain","","N777AN","FALSE","None","","","0","0","0","","","0","0","BOEING","777-223","AIR","BCN","Josep Tarradellas Barcelona–El Prat Airport","FALSE","2","","","121","Minor","","AMERICAN AIRLINES INC","N/A","FALSE","","",
"DCA22WA173","INC","105663","2022-03-17T00:45:00Z","Manchester","","United Kingdom","","EI-ENF","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","Unknown","","","N/A","FALSE","","",
"DCA22WA095","INC","104758","2022-03-09T09:40:00Z","Manchester","","United Kingdom","","G-TAWY","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","2","SCHD","","NUSC","Minor","","","N/A","FALSE","","",
"ENG22WA015","INC","104779","2022-03-07T05:20:00Z","Lanseria","","South Africa","","ZS-ZWB","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","Minor","","COMAIR Limited","N/A","FALSE","","",
"DCA22WA092","INC","104750","2022-03-06T10:00:00Z","Malaga","","Spain","","EI-EVR","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","LEMG","Malaga-Costa del Sol International Airport","FALSE","","SCHD","","NUSC","None","","Ryanair","N/A","FALSE","","",
"DCA22WA218","INC","192362","2022-03-04T18:10:00Z","Cordoba","","Argentina","","LV-FXQ","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA22WA090","INC","104748","2022-03-02T05:00:00Z","Karachi","","Pakistan","","AP-BNB","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","JIAP","Jinnah International Airport, Karachi","FALSE","","SCHD","","NUSC","Minor","","Serene Air","N/A","FALSE","","",
"ENG22WA013","INC","104662","2022-02-10T05:17:00Z","Lanseria","","South Africa","","ZS-ZWD","FALSE","None","","None","0","0","0","","","-26.11307","28.012894","BOEING","737","AIR","","","FALSE","2","SCHD","","NUSC","Minor","","Kulula","N/A","FALSE","","",
"DCA22WA078","INC","104613","2022-02-08T07:50:00Z","Madrid","","Spain","","N1602","FALSE","None","","","0","0","0","","","0","0","BOEING","767-332","AIR","","","FALSE","2","SCHD","","121","None","","DELTA AIR LINES INC","N/A","FALSE","","",
"ENG22FA009","INC","104596","2022-02-04T02:19:00Z","Las Vegas","Nevada","United States","","N817SY","FALSE","DirectorBrief","2023-03-21T04:00:00Z","None","0","0","0","The fatigue failure of the right main landing gear initiated by liquid metal embrittlement by cadmium at arc burn locations in the outer cylinder tooling hole area. The arc burns were likely the result of operator error during stylus cadmium plating operations during overhaul.","","36.076362","-115.14199","BOEING","737-8K2","AIR","LAS","Harry Reid International Airport","FALSE","2","SCHD","","121","Minor","VMC","Sun Country Airlines, Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104596","3/13/2023 8:00:00 PM",
"DCA22WA073","INC","104605","2022-02-03T18:51:00Z","Puerto Carreno","","Colombia","","HK5192","FALSE","None","","","0","0","0","","","0","0","BOEING","2X6C","AIR","","","FALSE","","","","NUSC","Unknown","","","N/A","FALSE","","",
"ENG22WA008","INC","104599","2022-02-03T16:00:00Z","Brazzaville","","Congo","","TN-AJY","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","121","Unknown","","","N/A","FALSE","","",
"DCA22WA072","INC","104603","2022-02-01T22:55:00Z","Pyrzowice","","Poland","","SP-RSB","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA22WA167","INC","105632","2022-01-22T15:45:00Z","Kigali","","Rwanda","","ET-AQN, 9XR-WH","FALSE","None","","","0","0","0","","","-1.96863","30.1395","BOEING, BOMBARDIER","737-800, CL600 2D24","AIR,AIR","","","FALSE,FALSE",",","SCHD",",","NUSC,NUSC","None,None","","Ethopian Air,RwandAir","N/A","FALSE","","",
"DCA22WA089","INC","104747","2022-01-15T19:43:00Z","Sukkur","","Pakistan","","A6-ANS, VT-MXK","FALSE","None","","","0","0","0","","","0","0","AIRBUS, BOEING","A320, 737","AIR,AIR","","","FALSE,FALSE",",","",",","NUSC,NUSC","None,None","","Air Arabia,","N/A","FALSE","","",
"DCA22WA071","INC","104561","2022-01-15T05:00:00Z","Barcelona","","Venezuela","","YV2794","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","SVBC","General Jose Antonio Anzoategui","FALSE","","SCHD","","NUSC","None","","Avior Airlines","N/A","FALSE","","",
"DCA22WA068","INC","104530","2022-01-05T13:00:00Z","Santiago","","Venezuela","","YV2823","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","2","","","NUSC","None","","AVIOR AIRLINES","N/A","FALSE","","",
"DCA22WA062","INC","104495","2022-01-04T05:00:00Z","Isfahan","","Iran","","EP-CAP","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","OIFM","Isfahan International Airport","FALSE","","","","NUSC","Minor","","Caspian Airlines","N/A","FALSE","","",
"DCA22WA067","INC","104525","2022-01-02T14:19:00Z","Warsaw","","Poland","","SP-LRA","FALSE","None","","None","0","0","0","","","0","0","BOEING","787","AIR","","","FALSE","","","","129","None","","LOT Polish Airlines","N/A","FALSE","","",
"CEN22LA088","ACC","104464","2021-12-25T17:30:00Z","Rainbow","Texas","United States","","N64602","FALSE","DirectorBrief","2022-06-14T04:00:00Z","Serious","0","1","1","The pilot’s improper decision to conduct an intentional low altitude flight which resulted in a collision with wires and impact with terrain.","","32.296997","-97.70887","BOEING","A75N1(PT17)","AIR","None","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104464","1/28/2022 5:00:00 AM",
"DCA22WA054","INC","104466","2021-12-20T04:10:00Z","Dubai","","United Arab Emirates","","A6-EQI","FALSE","None","","","0","0","0","","","0","0","BOEING","777","AIR","","","FALSE","","SCHD","","129","Minor","","Emirates Airlines","N/A","FALSE","","",
"DCA22WA051","INC","104425","2021-12-13T15:11:00Z","West Sumatera","","Indonesia","","PK-LQR","FALSE","None","","None","0","0","0","","","-0.786917","100.280998","BOEING","737","AIR","","","FALSE","","SCHD","","129","None","","PT. Lion Mentari Airlines","N/A","FALSE","","",
"DCA22WA050","ACC","104422","2021-12-11T23:54:00Z","Dublin","","Ireland","","EI-EMM","FALSE","None","","","0","0","0","","","53.421299","-6.27007","BOEING","737","AIR","","","FALSE","","SCHD","","129","None","","Ryanair","N/A","FALSE","","",
"DCA22WA049","ACC","104421","2021-12-10T05:00:00Z","Santiago de Compostela","","Spain","","EI-DLH","FALSE","None","","","0","0","0","","","42.896301","-8.41514","BOEING","737","AIR","SCQ","Santiago De Compostela Airport","FALSE","","SCHD","","129","None","","Ryanair","N/A","FALSE","","",
"DCA22WA063","INC","104497","2021-12-03T05:00:00Z","Singapore","","Singapore","","9V-MBF","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","129","Minor","","Singapore Airlines","N/A","FALSE","","",
"DCA22WA039","INC","104357","2021-12-01T05:00:00Z","Kuusamo","","Finland","","G-JZHL","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA22LA038","ACC","104355","2021-11-29T12:57:00Z","Miami","Florida","United States","","N705CK","FALSE","DirectorBrief","","None","0","0","0","","","25.47","-80.17","BOEING","747-4B5F","AIR","","","FALSE","4","NSCH","","121","Substantial","","KALITTA AIR LLC","In work","FALSE","","",
"DCA22WA035","INC","104327","2021-11-24T20:36:00Z","Bogata","","Colombia","","N1604R","FALSE","None","","None","0","0","0","","","4.70159","-74.1469","BOEING","767-332","AIR","BOG","El Dorado International Airport","FALSE","2","","","121","Minor","","DELTA AIR LINES INC","N/A","FALSE","","",
"ENG22WA005","INC","104430","2021-11-22T18:57:00Z","Owerri","","Nigeria","","5N-BUQ","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","2","","","NUSC","None","","Air Peace Limited","N/A","FALSE","","",
"DCA22WA219","ACC","193260","2021-11-21T13:25:00Z","Gwaska","","Niger","","5N-DAB","FALSE","None","","","0","0","0","","","9.006928","7.263471","BOEING","737","AIR","","","FALSE","","","","NUSC","Substantial","","","N/A","FALSE","","",
"DCA22WA034","INC","104321","2021-11-18T03:35:00Z","Maringá","","Brazil","","PR-GXH","FALSE","None","","","0","0","0","","","-23.479444","-52.012222","BOEING","737","AIR","SBMG","Regional De Maringá - Sílvio Nane Junior Airport","FALSE","","","","129","None","","Brazil (GOL LINHAS AÉREA S.A.)","N/A","FALSE","","",
"DCA22WA033","INC","104320","2021-11-17T10:41:00Z","Patna","","India","","VT-SYZ","FALSE","None","","","0","0","0","","","25.591299","85.087997","BOEING","737","AIR","","","FALSE","","SCHD","","129","None","","Spice Jet","N/A","FALSE","","",
"DCA22WA024","INC","104276","2021-11-11T22:06:00Z","Warsaw","","Poland","","A6-FMC","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","None","","Flydubai Airlines","N/A","FALSE","","",
"DCA22WA025","INC","104303","2021-11-03T21:30:00Z","Darwin","","Australia","","ZK-FXJ","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA22WA020","INC","104217","2021-11-03T00:40:00Z","Baradero","","Argentina","","N36962","FALSE","None","","None","0","0","0","","","0","0","BOEING","787-9","AIR","","","FALSE","2","SCHD","","121","None","","UNITED AIRLINES INC","N/A","FALSE","","",
"DCA22WA021","INC","104223","2021-10-31T23:30:00Z","Vogo","","India","","4X-EDA","FALSE","None","","None","0","0","0","","","0","0","BOEING","787-9","AIR","","","FALSE","","SCHD","","NUSC","None","","ELAL","N/A","FALSE","","",
"ENG22WA003","INC","104315","2021-10-31T04:00:00Z","Ciudad de la Costa","","Uruguay","","CX-CAR","FALSE","None","","Fatal","2","0","0","","","0","0","BOEING","727","AIR","","SUMU","FALSE","3","","","UNK","None","","Air Class Cargo","N/A","FALSE","","",
"DCA22WA032","INC","104313","2021-10-16T04:00:00Z","Montevideo","","Uruguay","","EC-NFM","FALSE","None","","","0","0","0","","","0","0","BOEING","787","AIR","","","FALSE","","SCHD","","129","None","","Air Europa","N/A","FALSE","","",
"DCA22WA061","INC","104494","2021-10-15T04:00:00Z","Cluj-Napoca","","Romania","","SU-TMM","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","LRCL","Avram Iancu Cluj International Airport","FALSE","","","","NUSC","Minor","","FlyEgypt","N/A","FALSE","","",
"DCA22WA008","INC","104124","2021-10-13T16:03:00Z","Hong Kong","","Hong Kong","","VP-BEN","FALSE","None","","None","0","0","0","","","22.308901","113.915001","BOEING","737-800","AIR","VHHH","Chek Lap Kok International Airport","FALSE","","","","129","None","","S7 Airlines","N/A","FALSE","","",
"DCA22WA022","INC","104224","2021-10-10T15:40:00Z","Casablanca","","Morocco","","CN-ROR","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","Royal Air Maroc","N/A","FALSE","","",
"ENG22WA039","INC","105842","2021-10-09T04:00:00Z","São Tomé, São Tomé e Príncipe","","Sao Tome And Principe","","CS-TKR","FALSE","None","","","0","0","0","","","0","0","BOEING","767","AIR","","São Tomé International airport","FALSE","","SCHD","","NUSC","None","","SF Airlines","N/A","FALSE","","",
"DCA22LA012","ACC","104153","2021-10-08T20:30:00Z","Lexington","Virginia","United States","","N8642E","FALSE","DirectorBrief","2022-07-19T04:00:00Z","Serious","0","1","0","The airplane’s inadvertent encounter with convective turbulence.","","37.8","-79.1","BOEING","737-8H4","AIR","","","FALSE","2","SCHD","","121","None","VMC","SOUTHWEST AIRLINES CO","Completed","FALSE","","",
"CEN22LA003","ACC","104041","2021-10-02T11:05:00Z","Winnie","Texas","United States","","N4106Y","FALSE","DirectorBrief","2022-04-29T04:00:00Z","Minor","0","0","1","The pilot’s decision to takeoff from a road with obstacles in his flight path and his failure to maintain control of the airplane when encountering changing winds from approaching thunderstorms which resulted in the airplane impacting signal light cables.","","29.820221","-94.384078","BOEING","PT-17","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104041","11/16/2021 5:00:00 AM",
"ERA21LA391","ACC","104049","2021-09-30T13:30:00Z","Nicholson","Pennsylvania","United States","","N1654M","FALSE","DirectorBrief","2023-09-07T04:00:00Z","None","0","0","0","A total loss of engine power as a result of damaged internal carburetor mixture control components.","","41.626188","-75.78047","BOEING","E75","AIR","PVT","PVT","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104049","9/7/2023 5:00:00 PM",
"DCA22LA002","ACC","104015","2021-09-27T09:38:00Z","Newark","New Jersey","United States","","N12125","FALSE","DirectorBrief","2022-07-21T04:00:00Z","None","0","0","0","The nose high attitude on landing resulted in a tailstrike.","","40.692501","-74.168701","BOEING","757-224","AIR","KEWR","Newark Liberty International Airport","FALSE","2","SCHD","","121","Substantial","VMC","United Airlines Inc.","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=104015","7/21/2022 7:00:00 PM",
"ENG21WA043","INC","103923","2021-09-18T22:00:00Z","Bogota","","Colombia","","N323UP","FALSE","None","","","0","0","0","","","4.695265","-74.13285","BOEING","767-34AF","AIR","","","FALSE","2","","","NUSC","None","","UNITED PARCEL SERVICE CO","N/A","FALSE","","",
"ENG21WA042","INC","103902","2021-09-18T00:10:00Z","Addis Ababa","","Nigeria","","SP-ANG","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","UNK","Unknown","","","N/A","FALSE","","",
"CEN21FA424","ACC","103896","2021-09-17T08:00:00Z","Delta","Colorado","United States","","N19BB","FALSE","DirectorBrief","2023-08-23T04:00:00Z","Fatal","1","0","0","The pilot’s loss of control during an aerobatic maneuver, resulting in the airplane impacting terrain.","","38.83478","-108.02654","BOEING","A75","AIR","AJZ","Delta County Airport Blake Field","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=103896","8/23/2023 5:00:00 PM",
"DCA21WA222","INC","103876","2021-09-13T01:40:00Z","Katowice","","Poland","","EI-STL","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"GAA21WA218","ACC","103813","2021-09-04T14:48:00Z","Sandbanks","","United Kingdom","","N707TJ","FALSE","None","","None","0","0","0","","","50.741164","-1.190175","BOEING","A75N1(PT17)","AIR","","","FALSE","1","","UNK","NUSN","Destroyed","Unknown","","N/A","FALSE","","",
"DCA21WA217","INC","103871","2021-09-03T04:00:00Z","Darwin","","Australia","","VH-YIS","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","None","","","N/A","FALSE","","",
"DCA21LA229","ACC","103969","2021-09-01T03:29:00Z","Seattle","Washington","United States","","N196DN","FALSE","DirectorBrief","2022-07-21T04:00:00Z","Serious","0","1","1","The flightcrew’s failure to set the hydraulic panel correctly during the execution of the pushback checklist, and when the hydraulic panel setting was corrected, that resulted in the airplane coming to a sudden stop and a flight attendant receiving a serious injury.","","47.438408","-122.2997","BOEING","767-332","AIR","SEA","SEATTLE-TACOMA INTL","FALSE","2","SCHD","","121","None","VMC","DELTA AIR LINES INC","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=103969","7/21/2022 7:00:00 PM",
"DCA21LA208","ACC","103753","2021-08-23T20:45:00Z","SeaTac","Washington","United States","","N479AS","FALSE","DirectorBrief","2022-07-19T04:00:00Z","Serious","0","1","3","The passenger’s use of the evacuation slide resulted in the serious injury.","","47.443719","-122.31173","BOEING","737-990ER","AIR","SEA","SEATTLE-TACOMA INTL","FALSE","2","SCHD","","121","None","VMC","ALASKA AIRLINES INC","Completed","FALSE","","",
"DCA21WA215","INC","103869","2021-08-20T04:00:00Z","Madrid","","Spain","","EC-MUZ","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","","","NUSC","Unknown","","Air Europa","N/A","FALSE","","",
"DCA21WA205","INC","103687","2021-07-31T04:00:00Z","Perth","","Australia","","UNK","FALSE","None","","","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","None","","","N/A","FALSE","","",
"DCA21WA202","INC","103656","2021-07-29T05:00:00Z","Mexico City","","Mexico","","N36272","FALSE","None","","","0","0","0","","","0","0","BOEING","737-824","AIR","","","FALSE","2","","","121","None","","United Airlines","N/A","FALSE","","",
"ERA21LA304","ACC","103572","2021-07-28T08:20:00Z","Lexington","Kentucky","United States","","N1720B","FALSE","DirectorBrief","2023-06-28T04:00:00Z","Minor","0","0","2","A loss of engine power for undetermined reasons.","","37.953781","-84.406687","BOEING","B75N1","AIR","","","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=103572","6/28/2023 5:00:00 PM",
"DCA21WA188","INC","103591","2021-07-28T04:00:00Z","Zhengzhou City","","China","","LX-GCL","FALSE","None","","None","0","0","0","","","34.526334","113.860757","BOEING","747","AIR","","","FALSE","","NSCH","","NUSC","None","","","N/A","FALSE","","",
"DCA21WA187","ACC","103590","2021-07-25T04:00:00Z","Nice","","Italy","","SE-RPE","FALSE","None","","Serious","0","1","1","","","0","0","BOEING","737","AIR","","","FALSE","","SCHD","","NUSC","None","","Norwegian Air Shuttle Sweden AB","N/A","FALSE","","",
"CEN21LA333","ACC","103529","2021-07-22T19:00:00Z","Baraboo","Wisconsin","United States","","N51CF","FALSE","DirectorBrief","2021-09-20T04:00:00Z","None","0","0","0","The pilot’s failure to maintain clearance from the fence while on final approach.","","43.524428","-89.777409","BOEING","E75","AIR","DLL","BARABOO-WISCONSIN DELLS RGNL","FALSE","1","","PERS","091","Substantial","VMC","","Completed","FALSE","https://data.ntsb.gov/Docket?ProjectID=103529","8/27/2021 6:00:00 PM",
"DCA21WA185","ACC","103538","2021-07-21T08:00:00Z","Dubai","","United Arab Emirates","","A6-FER, A9-CNC","FALSE","None","","","0","0","0","","","25.2528","55.364399","BOEING, AIRBUS","737, A321","AIR,AIR","OMDB","Dubai Al International Airport","FALSE,FALSE",",","",",","129,129","Minor,Minor","","Fly Dubai,Gulf Air","N/A","FALSE","","",
"ENG21WA033","INC","103539","2021-07-20T12:16:00Z","Hone Kong","","Hong Kong","","N624UP","FALSE","None","","","0","0","0","","","22.310567","114.168694","BOEING","747-8F","AIR","VHHH","Hong Kong","FALSE","4","SCHD","BUS","121","Minor","","UNITED PARCEL SERVICE CO","N/A","FALSE","","",
"DCA21WA181","INC","103500","2021-07-16T04:00:00Z","Dublin","","Ireland","","N873BB, EI-EIM","FALSE","None","","","0","0","0","","","0","0","BOEING, AIRBUS","787, 330","AIR,AIR","","","FALSE,FALSE","2,","",",","121,NUSC","Minor,Minor","","American Airlines,Aer Lingus","N/A","FALSE","","",
"ENG21WA046","INC","104109","2021-07-07T16:35:00Z","Enroute","","Germany","","EI-STM","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","2","SCHD","","NUSC","None","","ASL Airlines","N/A","FALSE","","",
"DCA21WA180","INC","103476","2021-07-06T15:00:00Z","Ballarat","","Australia","","VH-XMO","FALSE","None","","None","0","0","0","","","0","0","BOEING","737","AIR","","","FALSE","2","","","NUSC","None","","","N/A","FALSE","","",
"GAA21WA168","ACC","103438","2021-07-04T11:00:00Z","Luneburg","","Germany","","N429AB","FALSE","None","","None","0","0","0","","","53.2464","10.4115","BOEING","A75N1(PT17)","AIR","","","FALSE","1","","PERS","UNK","Substantial","","PLANE FUN INC TR TRUSTEE","N/A","FALSE","","",
"DCA21WA206","INC","103698","2021-07-04T05:03:00Z","Mexico City","","Mexico","","F-GSQI","FALSE","None","","","0","0","0","","","19.4363","-99.072098","BOEING","777","AIR","MEX","Licenciado Benito Juarez International Airport","FALSE","","","","129","None","","Artemis Aircraft, Air France","N/A","FALSE","","",
